,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2019-03-08,169.850006,172.619995,167.610001,171.779999,167.211731,2059100.0,2059100.0,1.92999,1.136,170.67,"March 08, 19",0.01136
2019-03-07,176.199997,176.619995,172.080002,172.860001,167.630295,3743900.0,3743900.0,-3.34,-1.896,173.85333,"March 07, 19",-0.01896
2019-03-06,180.589996,180.759995,177.350006,178.179993,172.789337,1441900.0,1441900.0,-2.41,-1.335,178.76333,"March 06, 19",-0.01335
2019-03-05,180.440002,181.149994,178.550003,180.009995,174.563965,1474500.0,1474500.0,-0.43001,-0.238,179.90333,"March 05, 19",-0.00238
2019-03-04,184.070007,185.309998,179.899994,181.139999,175.659805,1694800.0,1694800.0,-2.93001,-1.592,182.11666,"March 04, 19",-0.01592
2019-03-01,182.020004,184.440002,182.0,182.800003,177.269577,1473300.0,1473300.0,0.78,0.429,183.08,"March 01, 19",0.00429
2019-02-28,181.460007,181.639999,180.210007,181.0,175.524033,1260600.0,1260600.0,-0.46001,-0.254,180.95,"February 28, 19",-0.00254
2019-02-27,181.070007,182.240005,179.899994,181.809998,176.309525,966200.0,966200.0,0.73999,0.409,181.31667,"February 27, 19",0.00409
2019-02-26,180.830002,183.960007,180.509995,181.710007,176.212524,1612600.0,1612600.0,0.88,0.487,182.06,"February 26, 19",0.00487
2019-02-25,181.940002,183.649994,180.679993,181.070007,175.591934,1652900.0,1652900.0,-0.86999,-0.478,181.8,"February 25, 19",-0.00478
2019-02-22,182.070007,182.279999,176.100006,180.490005,175.029465,2023300.0,2023300.0,-1.58,-0.868,179.62334,"February 22, 19",-0.00868
2019-02-21,181.779999,183.460007,181.419998,182.279999,176.765289,1033800.0,1033800.0,0.5,0.275,182.38667,"February 21, 19",0.00275
2019-02-20,180.979996,183.020004,180.259995,181.910004,176.406494,1414700.0,1414700.0,0.93001,0.514,181.73,"February 20, 19",0.00514
2019-02-19,179.160004,181.800003,178.929993,180.25,174.796707,1836400.0,1836400.0,1.09,0.608,180.32667,"February 19, 19",0.00608
2019-02-15,179.0,179.5,176.960007,179.300003,173.875458,4730700.0,4730700.0,0.3,0.168,178.58667,"February 15, 19",0.00168
2019-02-14,184.539993,185.220001,182.970001,183.919998,178.355682,1556900.0,1556900.0,-0.62,-0.336,184.03667,"February 14, 19",-0.00336
2019-02-13,186.100006,187.039993,185.119995,185.619995,180.004257,1364400.0,1364400.0,-0.48001,-0.258,185.92666,"February 13, 19",-0.00258
2019-02-12,182.630005,186.229996,181.949997,185.449997,179.839386,1819500.0,1819500.0,2.81999,1.544,184.54333,"February 12, 19",0.01544
2019-02-11,177.800003,181.240005,177.649994,181.089996,175.611298,1644700.0,1644700.0,3.28999,1.85,179.99333,"February 11, 19",0.0185
2019-02-08,180.039993,180.179993,173.770004,177.240005,171.877792,2461400.0,2461400.0,-2.79999,-1.555,177.06333,"February 08, 19",-0.01555
2019-02-07,182.770004,183.440002,179.949997,181.369995,175.882828,1853700.0,1853700.0,-1.40001,-0.766,181.58666,"February 07, 19",-0.00766
2019-02-06,183.389999,185.029999,182.860001,183.809998,178.249008,1485300.0,1485300.0,0.42,0.229,183.9,"February 06, 19",0.00229
2019-02-05,183.0,184.320007,182.080002,183.729996,178.171417,1670800.0,1670800.0,0.73,0.399,183.37667,"February 05, 19",0.00399
2019-02-04,179.190002,182.740005,178.300003,182.729996,177.20166,1694700.0,1694700.0,3.53999,1.976,181.25667,"February 04, 19",0.01976
2019-02-01,178.300003,180.119995,178.059998,179.309998,173.885147,1812500.0,1812500.0,1.01,0.566,179.16333,"February 01, 19",0.00566
2019-01-31,178.710007,178.710007,176.580002,177.570007,172.1978,1865100.0,1865100.0,-1.14,-0.638,177.62001,"January 31, 19",-0.00638
2019-01-30,175.119995,178.229996,173.160004,177.470001,172.1008,1562700.0,1562700.0,2.35001,1.342,176.28667,"January 30, 19",0.01342
2019-01-29,174.0,174.300003,172.520004,173.580002,168.328506,1090200.0,1090200.0,-0.42,-0.241,173.46667,"January 29, 19",-0.00241
2019-01-28,173.5,174.330002,171.710007,173.960007,168.696991,1355500.0,1355500.0,0.46001,0.265,173.33334,"January 28, 19",0.00265
2019-01-25,175.889999,177.559998,174.100006,175.360001,170.054672,1968600.0,1968600.0,-0.53,-0.301,175.67334,"January 25, 19",-0.00301
2019-01-24,173.369995,174.279999,171.789993,174.100006,168.832794,1630100.0,1630100.0,0.73001,0.421,173.39,"January 24, 19",0.00421
2019-01-23,176.839996,177.080002,171.279999,173.679993,168.425476,1853100.0,1853100.0,-3.16,-1.787,174.01333,"January 23, 19",-0.01787
2019-01-22,176.309998,176.720001,174.020004,175.899994,170.578308,2105900.0,2105900.0,-0.41,-0.233,175.54667,"January 22, 19",-0.00233
2019-01-18,175.179993,179.190002,174.550003,176.910004,171.55777,3072100.0,3072100.0,1.73001,0.988,176.88334,"January 18, 19",0.00988
2019-01-17,170.960007,175.0,170.729996,173.270004,168.027893,1789700.0,1789700.0,2.31,1.351,173.0,"January 17, 19",0.01351
2019-01-16,171.190002,174.229996,170.940002,171.360001,166.175674,2342800.0,2342800.0,0.17,0.099,172.17667,"January 16, 19",0.00099
2019-01-15,171.470001,172.649994,169.020004,170.630005,165.467773,2165400.0,2165400.0,-0.84,-0.49,170.76667,"January 15, 19",-0.0049
2019-01-14,169.869995,173.100006,169.119995,171.550003,166.359955,2225000.0,2225000.0,1.68001,0.989,171.25667,"January 14, 19",0.00989
2019-01-11,169.490005,171.139999,167.199997,170.990005,165.816879,2836400.0,2836400.0,1.5,0.885,169.77667,"January 11, 19",0.00885
2019-01-10,169.070007,170.619995,167.929993,170.119995,164.97319,1958500.0,1958500.0,1.04999,0.621,169.55666,"January 10, 19",0.00621
2019-01-09,167.649994,171.220001,167.100006,170.589996,165.428955,2750900.0,2750900.0,2.94,1.754,169.63667,"January 09, 19",0.01754
2019-01-08,168.699997,169.419998,165.309998,167.020004,161.96698,2610700.0,2610700.0,-1.67999,-0.996,167.25,"January 08, 19",-0.00996
2019-01-07,164.889999,166.850006,162.149994,166.729996,161.685776,2989400.0,2989400.0,1.84,1.116,165.24333,"January 07, 19",0.01116
2019-01-04,160.199997,164.979996,159.5,164.429993,159.455338,2938600.0,2938600.0,4.23,2.64,162.97,"January 04, 19",0.0264
2019-01-03,161.789993,163.070007,156.960007,157.190002,152.434372,3033300.0,3033300.0,-4.59999,-2.843,159.07334,"January 03, 19",-0.02843
2019-01-02,158.520004,163.380005,157.570007,163.190002,158.252838,2125700.0,2125700.0,4.67,2.946,161.38,"January 02, 19",0.02946
2018-12-31,159.559998,161.649994,158.899994,161.330002,156.449081,2175300.0,2175300.0,1.77,1.109,160.62666,"December 31, 18",0.01109
2018-12-28,162.259995,163.789993,158.309998,158.979996,154.170197,2876700.0,2876700.0,-3.28,-2.021,160.36,"December 28, 18",-0.02021
2018-12-27,158.5,161.020004,155.279999,161.020004,156.148514,2880200.0,2880200.0,2.52,1.59,159.10667,"December 27, 18",0.0159
2018-12-26,154.0,160.149994,150.940002,160.149994,155.304825,3503100.0,3503100.0,6.14999,3.994,157.08,"December 26, 18",0.03994
2018-12-24,156.949997,157.729996,152.610001,152.699997,148.0802,2935200.0,2935200.0,-4.25,-2.708,154.34666,"December 24, 18",-0.02708
2018-12-21,158.009995,159.789993,154.660004,158.0,153.219864,6969400.0,6969400.0,-0.01,-0.006,157.48333,"December 21, 18",-6e-05
2018-12-20,161.990005,164.990005,158.339996,159.720001,154.887817,6552700.0,6552700.0,-2.27,-1.401,161.01667,"December 20, 18",-0.01401
2018-12-19,169.220001,171.630005,162.5,162.509995,157.593414,15288500.0,15288500.0,-6.71001,-3.965,165.54667,"December 19, 18",-0.03965
2018-12-18,183.529999,186.139999,182.949997,185.009995,179.41272,4300800.0,4300800.0,1.48,0.806,184.7,"December 18, 18",0.00806
2018-12-17,183.110001,186.169998,181.279999,182.190002,176.67804,3402000.0,3402000.0,-0.92,-0.502,183.21333,"December 17, 18",-0.00502
2018-12-14,185.149994,188.75,183.100006,184.110001,178.539932,2558200.0,2558200.0,-1.03999,-0.562,185.32,"December 14, 18",-0.00562
2018-12-13,189.029999,189.449997,183.550003,187.179993,181.517029,4194800.0,4194800.0,-1.85001,-0.979,186.72666,"December 13, 18",-0.00979
2018-12-12,192.389999,193.119995,187.580002,188.270004,182.574097,3684700.0,3684700.0,-4.11999,-2.141,189.65667,"December 12, 18",-0.02141
2018-12-11,195.369995,196.5,187.029999,189.649994,183.912338,4584600.0,4584600.0,-5.72,-2.928,191.06,"December 11, 18",-0.02928
2018-12-10,198.710007,198.729996,188.509995,192.929993,187.093094,5887300.0,5887300.0,-5.78001,-2.909,193.38999,"December 10, 18",-0.02909
2018-12-07,214.699997,217.449997,200.119995,201.389999,195.297165,3101100.0,3101100.0,-13.31,-6.199,206.32,"December 07, 18",-0.06199
2018-12-06,212.0,215.309998,209.5,215.059998,207.923233,2248100.0,2248100.0,3.06,1.443,213.29,"December 06, 18",0.01443
2018-12-04,227.0,227.550003,212.800003,215.520004,208.367996,3819600.0,3819600.0,-11.48,-5.057,218.62334,"December 04, 18",-0.05057
2018-12-03,232.660004,234.490005,228.270004,230.039993,222.406128,1465900.0,1465900.0,-2.62001,-1.126,230.93333,"December 03, 18",-0.01126
2018-11-30,227.199997,229.570007,226.25,229.0,221.400635,1588900.0,1588900.0,1.8,0.792,228.27334,"November 30, 18",0.00792
2018-11-29,230.919998,231.5,227.330002,227.5,219.950424,1162900.0,1162900.0,-3.42,-1.481,228.77667,"November 29, 18",-0.01481
2018-11-28,226.559998,231.850006,225.130005,231.850006,224.156067,1311500.0,1311500.0,5.29001,2.335,229.61001,"November 28, 18",0.02335
2018-11-27,223.779999,225.850006,222.419998,225.229996,217.755753,1122000.0,1122000.0,1.45,0.648,224.5,"November 27, 18",0.00648
2018-11-26,225.880005,226.119995,223.100006,225.039993,217.572037,1165700.0,1165700.0,-0.84001,-0.372,224.75333,"November 26, 18",-0.00372
2018-11-23,221.419998,226.0,220.559998,223.399994,215.986481,498200.0,498200.0,1.98,0.894,223.32,"November 23, 18",0.00894
2018-11-21,222.350006,226.300003,222.350006,222.550003,215.164673,1019900.0,1019900.0,0.2,0.09,223.73334,"November 21, 18",0.0009
2018-11-20,222.720001,224.169998,220.020004,221.339996,213.994827,1620300.0,1620300.0,-1.38,-0.62,221.84333,"November 20, 18",-0.0062
2018-11-19,226.460007,228.990005,224.690002,226.300003,218.790237,1106200.0,1106200.0,-0.16,-0.071,226.66,"November 19, 18",-0.00071
2018-11-16,226.880005,228.169998,224.589996,226.690002,219.167297,1240900.0,1240900.0,-0.19,-0.084,226.48333,"November 16, 18",-0.00084
2018-11-15,223.229996,229.460007,221.979996,227.809998,220.250122,1285900.0,1285900.0,4.58,2.052,226.41667,"November 15, 18",0.02052
2018-11-14,224.539993,227.300003,222.990005,225.160004,217.68808,1380300.0,1380300.0,0.62001,0.276,225.15,"November 14, 18",0.00276
2018-11-13,220.789993,225.25,220.039993,222.509995,215.126007,1086500.0,1086500.0,1.72,0.779,222.6,"November 13, 18",0.00779
2018-11-12,224.589996,225.190002,218.770004,219.630005,212.341599,1577800.0,1577800.0,-4.95999,-2.208,221.19667,"November 12, 18",-0.02208
2018-11-09,229.0,229.600006,222.660004,224.399994,216.953278,1695000.0,1695000.0,-4.60001,-2.009,225.55333,"November 09, 18",-0.02009
2018-11-08,230.350006,231.809998,227.850006,229.399994,221.787384,1039700.0,1039700.0,-0.95001,-0.412,229.68667,"November 08, 18",-0.00412
2018-11-07,228.369995,231.559998,225.169998,231.279999,223.60495,1289200.0,1289200.0,2.91,1.274,229.33667,"November 07, 18",0.01274
2018-11-06,222.539993,227.169998,221.919998,226.770004,219.244629,1252700.0,1252700.0,4.23001,1.901,225.28667,"November 06, 18",0.01901
2018-11-05,222.100006,224.100006,221.580002,222.610001,215.222672,1257200.0,1257200.0,0.51,0.23,222.76334,"November 05, 18",0.0023
2018-11-02,226.669998,227.649994,220.449997,221.660004,214.304214,1808400.0,1808400.0,-5.00999,-2.21,223.25333,"November 02, 18",-0.0221
2018-11-01,221.0,225.130005,218.350006,224.039993,216.605209,1537700.0,1537700.0,3.03999,1.376,222.50667,"November 01, 18",0.01376
2018-10-31,219.080002,222.860001,219.080002,220.339996,213.028,1721800.0,1721800.0,1.25999,0.575,220.76,"October 31, 18",0.00575
2018-10-30,211.080002,217.139999,210.899994,216.529999,209.344437,1302400.0,1302400.0,5.45,2.582,214.85666,"October 30, 18",0.02582
2018-10-29,213.559998,215.880005,207.899994,211.039993,204.036621,1356400.0,1356400.0,-2.52,-1.18,211.60666,"October 29, 18",-0.0118
2018-10-26,210.880005,214.25,208.100006,210.529999,203.543549,1678100.0,1678100.0,-0.35001,-0.166,210.96,"October 26, 18",-0.00166
2018-10-25,211.330002,215.509995,210.559998,213.779999,206.685699,1632700.0,1632700.0,2.45,1.159,213.28333,"October 25, 18",0.01159
2018-10-24,216.619995,219.419998,208.850006,209.199997,202.257675,2168500.0,2168500.0,-7.42,-3.425,212.49,"October 24, 18",-0.03425
2018-10-23,215.050003,219.449997,212.179993,218.380005,211.133072,1953800.0,1953800.0,3.33,1.548,216.67,"October 23, 18",0.01548
2018-10-22,219.75,220.669998,217.039993,218.399994,211.15242,1366300.0,1366300.0,-1.35001,-0.614,218.70333,"October 22, 18",-0.00614
2018-10-19,217.649994,220.740005,216.970001,219.800003,212.505951,1691000.0,1691000.0,2.15001,0.988,219.17,"October 19, 18",0.00988
2018-10-18,222.5,223.429993,216.089996,217.289993,210.079224,1906800.0,1906800.0,-5.21001,-2.342,218.93666,"October 18, 18",-0.02342
2018-10-17,226.0,226.0,222.440002,223.460007,216.044479,1377800.0,1377800.0,-2.53999,-1.124,223.96667,"October 17, 18",-0.01124
2018-10-16,222.919998,226.350006,221.690002,226.179993,218.674225,1722100.0,1722100.0,3.26,1.462,224.74,"October 16, 18",0.01462
2018-10-15,220.929993,221.660004,219.100006,221.020004,213.685455,2276300.0,2276300.0,0.09001,0.041,220.59334,"October 15, 18",0.00041
2018-10-12,224.139999,224.759995,217.649994,221.0,213.666122,2869200.0,2869200.0,-3.14,-1.401,221.13666,"October 12, 18",-0.01401
2018-10-11,220.509995,224.699997,216.809998,217.419998,210.204926,2739700.0,2739700.0,-3.09,-1.401,219.64333,"October 11, 18",-0.01401
2018-10-10,229.149994,229.550003,221.350006,221.460007,214.11084,2575300.0,2575300.0,-7.68999,-3.356,224.12001,"October 10, 18",-0.03356
2018-10-09,234.399994,234.75,229.149994,229.75,222.125732,1668700.0,1668700.0,-4.64999,-1.984,231.21666,"October 09, 18",-0.01984
2018-10-08,234.919998,238.600006,232.779999,234.990005,227.191879,1527800.0,1527800.0,0.07001,0.03,235.45667,"October 08, 18",0.0003
2018-10-05,239.009995,239.600006,232.929993,236.059998,228.226334,1520500.0,1520500.0,-2.95,-1.234,236.19667,"October 05, 18",-0.01234
2018-10-04,240.809998,242.389999,237.669998,239.070007,231.136459,1101300.0,1101300.0,-1.73999,-0.723,239.71,"October 04, 18",-0.00723
2018-10-03,239.339996,243.360001,239.330002,240.940002,232.944412,1269000.0,1269000.0,1.60001,0.669,241.21,"October 03, 18",0.00669
2018-10-02,239.479996,240.940002,238.809998,239.0,231.068802,1223700.0,1223700.0,-0.48,-0.2,239.58333,"October 02, 18",-0.002
2018-10-01,242.479996,243.550003,239.369995,239.929993,231.967941,1427100.0,1427100.0,-2.55,-1.052,240.95,"October 01, 18",-0.01052
2018-09-28,239.919998,241.179993,237.509995,240.789993,232.799362,1837700.0,1837700.0,0.87,0.363,239.82666,"September 28, 18",0.00363
2018-09-27,241.440002,242.179993,239.25,240.699997,232.712372,1422300.0,1422300.0,-0.74,-0.306,240.71,"September 27, 18",-0.00306
2018-09-26,239.570007,243.190002,238.899994,241.110001,233.108749,2270900.0,2270900.0,1.53999,0.643,241.06667,"September 26, 18",0.00643
2018-09-25,244.320007,244.520004,238.800003,239.199997,231.262146,2921100.0,2921100.0,-5.12001,-2.096,240.84,"September 25, 18",-0.02096
2018-09-24,246.539993,247.119995,242.630005,243.839996,235.748184,1716600.0,1716600.0,-2.7,-1.095,244.53,"September 24, 18",-0.01095
2018-09-21,249.229996,250.949997,246.830002,247.320007,239.112701,2389800.0,2389800.0,-1.90999,-0.766,248.36667,"September 21, 18",-0.00766
2018-09-20,244.649994,247.570007,244.149994,246.809998,238.619583,2379900.0,2379900.0,2.16,0.883,246.17667,"September 20, 18",0.00883
2018-09-19,241.300003,243.509995,238.639999,242.880005,234.820038,3288700.0,3288700.0,1.58,0.655,241.67667,"September 19, 18",0.00655
2018-09-18,249.740005,250.0,241.220001,241.580002,233.563156,6941200.0,6941200.0,-8.16,-3.267,244.26667,"September 18, 18",-0.03267
2018-09-17,257.269989,259.25,253.669998,255.729996,247.243607,2226500.0,2226500.0,-1.53999,-0.599,256.21666,"September 17, 18",-0.00599
2018-09-14,253.399994,256.910004,253.309998,255.440002,246.963226,1253300.0,1253300.0,2.04001,0.805,255.22,"September 14, 18",0.00805
2018-09-13,254.479996,257.329987,252.779999,253.169998,244.768555,1717600.0,1717600.0,-1.31,-0.515,254.42666,"September 13, 18",-0.00515
2018-09-12,249.360001,254.270004,248.589996,252.979996,244.584854,1558200.0,1558200.0,3.61999,1.452,251.94667,"September 12, 18",0.01452
2018-09-11,248.889999,250.139999,247.300003,249.360001,241.085022,1151500.0,1151500.0,0.47,0.189,248.93333,"September 11, 18",0.00189
2018-09-10,246.080002,250.979996,245.529999,249.449997,241.172012,1229900.0,1229900.0,3.36999,1.369,248.65333,"September 10, 18",0.01369
2018-09-07,245.0,248.330002,244.050003,245.970001,237.807495,1217300.0,1217300.0,0.97,0.396,246.11667,"September 07, 18",0.00396
2018-09-06,244.139999,247.130005,243.050003,246.190002,237.391754,1069400.0,1069400.0,2.05,0.84,245.45667,"September 06, 18",0.0084
2018-09-05,241.059998,245.190002,240.380005,244.759995,236.012863,1889200.0,1889200.0,3.7,1.535,243.44333,"September 05, 18",0.01535
2018-09-04,243.899994,243.929993,240.830002,241.289993,232.666855,1891400.0,1891400.0,-2.61,-1.07,242.01666,"September 04, 18",-0.0107
2018-08-31,246.419998,246.649994,243.440002,243.949997,235.231796,1476000.0,1476000.0,-2.47,-1.002,244.68,"August 31, 18",-0.01002
2018-08-30,247.460007,247.929993,245.850006,246.740005,237.922119,1171400.0,1171400.0,-0.72,-0.291,246.84,"August 30, 18",-0.00291
2018-08-29,248.119995,248.380005,246.800003,247.600006,238.751389,981700.0,981700.0,-0.51999,-0.21,247.59334,"August 29, 18",-0.0021
2018-08-28,249.460007,249.669998,247.259995,247.630005,238.780304,857900.0,857900.0,-1.83,-0.734,248.18667,"August 28, 18",-0.00734
2018-08-27,246.339996,249.839996,246.339996,248.899994,240.004913,1650900.0,1650900.0,2.56,1.039,248.36,"August 27, 18",0.01039
2018-08-24,245.660004,246.070007,244.479996,245.020004,236.263565,1066100.0,1066100.0,-0.64,-0.261,245.19,"August 24, 18",-0.00261
2018-08-23,246.860001,247.660004,243.809998,244.470001,235.733231,1205400.0,1205400.0,-2.39,-0.968,245.31333,"August 23, 18",-0.00968
2018-08-22,250.139999,250.770004,246.600006,246.940002,238.114944,1168200.0,1168200.0,-3.2,-1.279,248.10334,"August 22, 18",-0.01279
2018-08-21,248.789993,252.289993,248.789993,251.110001,242.135941,1263800.0,1263800.0,2.32001,0.933,250.73,"August 21, 18",0.00933
2018-08-20,247.339996,249.919998,247.339996,248.789993,239.898849,1031400.0,1031400.0,1.45,0.586,248.68333,"August 20, 18",0.00586
2018-08-17,246.039993,247.449997,245.479996,246.940002,238.114944,803800.0,803800.0,0.90001,0.366,246.62333,"August 17, 18",0.00366
2018-08-16,245.020004,248.660004,244.5,246.25,237.449631,1031200.0,1031200.0,1.23,0.502,246.47,"August 16, 18",0.00502
2018-08-15,243.070007,244.029999,239.899994,243.479996,234.778595,915300.0,915300.0,0.40999,0.169,242.47,"August 15, 18",0.00169
2018-08-14,241.550003,246.050003,241.550003,243.699997,234.990753,1038800.0,1038800.0,2.14999,0.89,243.76667,"August 14, 18",0.0089
2018-08-13,242.0,242.669998,240.160004,240.990005,232.377609,900100.0,900100.0,-1.01,-0.417,241.27334,"August 13, 18",-0.00417
2018-08-10,244.190002,244.190002,240.339996,241.759995,233.120056,1483100.0,1483100.0,-2.43001,-0.995,242.09666,"August 10, 18",-0.00995
2018-08-09,246.0,247.070007,244.789993,244.800003,236.051422,1115600.0,1115600.0,-1.2,-0.488,245.55333,"August 09, 18",-0.00488
2018-08-08,247.800003,248.279999,245.389999,245.490005,236.716751,888600.0,888600.0,-2.31,-0.932,246.38667,"August 08, 18",-0.00932
2018-08-07,245.850006,249.690002,244.690002,247.850006,238.992447,1144700.0,1144700.0,2.0,0.814,247.41,"August 07, 18",0.00814
2018-08-06,242.360001,245.529999,242.360001,245.130005,236.369614,1209700.0,1209700.0,2.77,1.143,244.34,"August 06, 18",0.01143
2018-08-03,240.630005,244.070007,240.190002,243.320007,234.624329,962300.0,962300.0,2.69,1.118,242.52667,"August 03, 18",0.01118
2018-08-02,240.0,241.919998,238.779999,241.119995,232.50296,1030000.0,1030000.0,1.11999,0.467,240.60666,"August 02, 18",0.00467
2018-08-01,245.699997,245.699997,240.679993,241.100006,232.483658,1096700.0,1096700.0,-4.59999,-1.872,242.49333,"August 01, 18",-0.01872
2018-07-31,242.520004,248.619995,242.440002,245.869995,237.083176,1886200.0,1886200.0,3.34999,1.381,245.64333,"July 31, 18",0.01381
2018-07-30,240.770004,244.350006,240.020004,240.440002,231.847275,1212800.0,1212800.0,-0.33,-0.137,241.60334,"July 30, 18",-0.00137
2018-07-27,241.979996,244.130005,240.070007,240.839996,232.232956,1215300.0,1215300.0,-1.14,-0.471,241.68,"July 27, 18",-0.00471
2018-07-26,241.199997,243.020004,239.679993,241.240005,232.618652,1505900.0,1505900.0,0.04001,0.017,241.31333,"July 26, 18",0.00017
2018-07-25,237.179993,240.550003,236.440002,240.240005,231.654388,1885300.0,1885300.0,3.06001,1.29,239.07667,"July 25, 18",0.0129
2018-07-24,237.690002,240.320007,236.300003,236.830002,228.366257,1928200.0,1928200.0,-0.86,-0.362,237.81667,"July 24, 18",-0.00362
2018-07-23,234.860001,236.869995,234.240005,236.399994,227.951614,1207100.0,1207100.0,1.53999,0.656,235.83666,"July 23, 18",0.00656
2018-07-20,235.449997,236.029999,233.529999,234.929993,226.53418,1705400.0,1705400.0,-0.52,-0.221,234.83,"July 20, 18",-0.00221
2018-07-19,235.119995,237.350006,234.0,236.550003,228.096252,1549800.0,1549800.0,1.43001,0.608,235.96667,"July 19, 18",0.00608
2018-07-18,231.589996,236.839996,231.279999,236.190002,227.74913,1888800.0,1888800.0,4.60001,1.986,234.77,"July 18, 18",0.01986
2018-07-17,229.729996,231.440002,229.460007,231.149994,222.889252,1801300.0,1801300.0,1.42,0.618,230.68333,"July 17, 18",0.00618
2018-07-16,232.320007,233.970001,229.050003,230.179993,221.953903,1935900.0,1935900.0,-2.14001,-0.921,231.06667,"July 16, 18",-0.00921
2018-07-13,232.0,234.889999,231.809998,233.75,225.396347,983400.0,983400.0,1.75,0.754,233.48333,"July 13, 18",0.00754
2018-07-12,231.779999,233.75,229.610001,232.690002,224.374222,1333200.0,1333200.0,0.91,0.393,232.01667,"July 12, 18",0.00393
2018-07-11,233.240005,233.470001,229.610001,230.220001,221.992508,1394600.0,1394600.0,-3.02,-1.295,231.1,"July 11, 18",-0.01295
2018-07-10,235.399994,237.199997,234.320007,235.660004,227.238083,1195700.0,1195700.0,0.26001,0.11,235.72667,"July 10, 18",0.0011
2018-07-09,229.210007,235.460007,228.979996,234.940002,226.543808,1733900.0,1733900.0,5.73,2.5,233.12667,"July 09, 18",0.025
2018-07-06,228.580002,229.289993,225.350006,228.270004,220.112183,1584900.0,1584900.0,-0.31,-0.136,227.63667,"July 06, 18",-0.00136
2018-07-05,228.339996,229.130005,225.509995,228.580002,220.411087,1623600.0,1623600.0,0.24001,0.105,227.74,"July 05, 18",0.00105
2018-07-03,230.589996,231.449997,227.279999,227.610001,219.475754,922000.0,922000.0,-2.98,-1.292,228.78,"July 03, 18",-0.01292
2018-07-02,225.369995,229.630005,225.259995,229.389999,221.192123,1587500.0,1587500.0,4.02,1.784,228.09333,"July 02, 18",0.01784
2018-06-29,228.169998,230.75,227.0,227.059998,218.945404,2262700.0,2262700.0,-1.11,-0.486,228.27,"June 29, 18",-0.00486
2018-06-28,226.169998,228.059998,222.440002,226.669998,218.569351,4067900.0,4067900.0,0.5,0.221,225.72333,"June 28, 18",0.00221
2018-06-27,236.850006,238.639999,229.639999,229.75,221.539261,2596500.0,2596500.0,-7.10001,-2.998,232.67667,"June 27, 18",-0.02998
2018-06-26,235.600006,237.929993,233.699997,236.850006,228.385544,1954200.0,1954200.0,1.25,0.531,236.16,"June 26, 18",0.00531
2018-06-25,239.729996,240.330002,231.979996,234.529999,226.148453,3605700.0,3605700.0,-5.2,-2.169,235.61333,"June 25, 18",-0.02169
2018-06-22,247.899994,248.139999,241.5,241.770004,233.1297,2635600.0,2635600.0,-6.12999,-2.473,243.80333,"June 22, 18",-0.02473
2018-06-21,251.509995,251.800003,245.649994,246.720001,237.276047,3665100.0,3665100.0,-4.78999,-1.904,248.05667,"June 21, 18",-0.01904
2018-06-20,257.309998,257.309998,251.089996,251.429993,241.80574,3906200.0,3906200.0,-5.88001,-2.285,253.27666,"June 20, 18",-0.02285
2018-06-19,261.429993,261.51001,254.75,258.390015,248.499313,3160700.0,3160700.0,-3.03998,-1.163,258.21667,"June 19, 18",-0.01163
2018-06-18,263.089996,264.649994,261.579987,263.670013,253.57724,1392400.0,1392400.0,0.58002,0.22,263.3,"June 18, 18",0.0022
2018-06-15,262.51001,264.98999,260.839996,264.559998,254.433197,1363700.0,1363700.0,2.04999,0.781,263.46333,"June 15, 18",0.00781
2018-06-14,264.0,264.079987,261.359985,263.480011,253.39447,1015600.0,1015600.0,-0.51999,-0.197,262.97333,"June 14, 18",-0.00197
2018-06-13,265.970001,266.029999,262.339996,262.920013,252.855957,1147800.0,1147800.0,-3.04999,-1.147,263.76334,"June 13, 18",-0.01147
2018-06-12,263.589996,266.670013,263.190002,265.529999,255.366028,1782400.0,1782400.0,1.94,0.736,265.13,"June 12, 18",0.00736
2018-06-11,260.140015,263.420013,260.140015,261.970001,251.942291,1424300.0,1424300.0,1.82999,0.703,261.84334,"June 11, 18",0.00703
2018-06-08,256.970001,260.410004,256.75,260.149994,250.191971,1221800.0,1221800.0,3.17999,1.237,259.10333,"June 08, 18",0.01237
2018-06-07,257.299988,260.619995,254.979996,257.25,247.402939,1758700.0,1758700.0,-0.04999,-0.019,257.61666,"June 07, 18",-0.00019
2018-06-06,253.929993,256.73999,251.509995,256.549988,246.729752,1096300.0,1096300.0,2.61999,1.032,254.93332,"June 06, 18",0.01032
2018-06-05,251.559998,252.75,249.75,252.0,242.353943,953900.0,953900.0,0.44,0.175,251.5,"June 05, 18",0.00175
2018-06-04,254.710007,256.5,251.639999,251.880005,242.238541,919300.0,919300.0,-2.83,-1.111,253.34,"June 04, 18",-0.01111
2018-06-01,251.570007,254.800003,251.100006,253.600006,243.892715,1174500.0,1174500.0,2.03,0.807,253.16667,"June 01, 18",0.00807
2018-05-31,253.550003,253.550003,248.800003,249.119995,239.584167,1300900.0,1300900.0,-4.43001,-1.747,250.49,"May 31, 18",-0.01747
2018-05-30,248.729996,254.190002,248.600006,253.080002,243.392593,1201800.0,1201800.0,4.35001,1.749,251.95667,"May 30, 18",0.01749
2018-05-29,250.229996,251.460007,246.309998,247.610001,238.131973,1159700.0,1159700.0,-2.61999,-1.047,248.46,"May 29, 18",-0.01047
